shot_id,match_id,player,team,period,minute,second,time_window,score_diff,score_state,location,shot_angle,d_0,n_def,d_m,p_score,shooter_rank,n_shooting_options,shooter_rank_pct,shooter_is_best_option,shooter_rank_valid,n_valid_shooting_options,shooter_rank_valid_pct,shooter_is_best_valid_option,best_teammate_p_score,best_valid_teammate_p_score,best_option_p_score,n_better_invalid_position,n_better_teammates,n_better_options,best_pass_interception_prob,best_pass_retention_prob,best_pass_risk,shooter_value,best_teammate_value,best_teammate_pass_success_prob,decision_value,good_decision,shot_outcome,shot_xg
5d2bf27b-dd07-4895-8744-1673b235fcec,3895302,Jonathan Tah,Bayer Leverkusen,1,28,21,23-45+,1,+1,"[116.3, 46.0]",41.302506868656565,7.049113419430845,0,inf,0.5689691447070904,3,8,0.375,False,3,8,0.375,False,0.6191688258502787,0.6191688258502787,0.6191688258502787,0,2,1,0.0,0.982547490913071,-0.982547490913071,0.5689691447070904,0.5590392771778957,0.982547490913071,0.00992986752919467,False,Saved,0.10991712
7350b239-c1ab-44b2-9c25-0387553bd338,3895302,Victor Okoh Boniface,Bayer Leverkusen,1,28,23,23-45+,1,+1,"[116.3, 43.3]",73.8349832706924,4.957822102496216,2,3.0076774500559504,0.1773520120875671,5,7,0.7142857142857143,False,5,7,0.7142857142857143,False,0.38959859111297207,0.38959859111297207,0.38959859111297207,0,4,1,0.0,0.982547490913071,-0.982547490913071,0.1773520120875671,0.17425679064658398,0.982547490913071,0.0030952214409831202,False,Saved,0.323069
be78c5ab-d396-4c44-8253-d48373ead6b3,3895302,Jonas Hofmann,Bayer Leverkusen,1,34,51,23-45+,1,+1,"[109.4, 44.9]",35.16448402263182,11.677756633874498,4,4.328920638589126,0.032496518545341156,5,7,0.7142857142857143,False,4,6,0.6666666666666666,False,0.8282807343001074,0.8282807343001074,0.8282807343001074,1,3,1,0.0,0.982547490913071,-0.982547490913071,0.032496518545341156,0.03192937430544419,0.982547490913071,0.0005671442398969689,False,Blocked,0.09542403
df7d8278-f139-4102-9e6e-3c77d3d575c3,3895302,Florian Wirtz,Bayer Leverkusen,2,58,10,45-68,1,+1,"[93.8, 34.8]",16.72607007440634,26.711046404062873,4,3.4100438721916833,0.009521677326385968,8,8,1.0,False,7,7,1.0,False,0.2385621981286899,0.2385621981286899,0.2385621981286899,1,6,1,0.0,0.982547490913071,-0.982547490913071,0.009521677326385968,0.009355501336184924,0.982547490913071,0.00016617599020104373,False,Off T,0.02420186
7b3398ab-6dae-42ec-8b11-0cd333d6b085,3895302,Florian Wirtz,Bayer Leverkusen,2,64,10,45-68,2,+2+,"[106.3, 29.6]",21.387217547838702,17.200290695217916,1,13.597987428902119,0.13460114253781766,4,8,0.5,False,4,8,0.5,False,0.38074515171793993,0.38074515171793993,0.38074515171793993,0,3,1,0.0,0.982547490913071,-0.982547490913071,0.13460114253781766,0.13225204227090892,0.982547490913071,0.002349100266908738,False,Blocked,0.07621976
ec3f4afc-df7d-4a53-98a2-508e21c040eb,3895302,Patrik Schick,Bayer Leverkusen,2,70,17,68-90+,3,+2+,"[112.5, 29.6]",22.012765848982756,12.822246293064252,1,5.544802206618397,0.1830640225868423,3,5,0.6,False,3,5,0.6,False,0.47113924308812055,0.47113924308812055,0.47113924308812055,0,2,1,0.0,0.0,0.0,0.1830640225868423,0.0,0.0,0.1830640225868423,False,Saved,0.109270036
0af7b077-170b-4ca3-a61f-4ecb4aba33d1,3895302,Jeremie Frimpong,Bayer Leverkusen,2,71,31,68-90+,3,+2+,"[108.0, 51.1]",20.914376065083555,16.346559270990333,1,9.320752197382108,0.14218308326980905,4,5,0.8,False,4,5,0.8,False,0.2737847521219456,0.2737847521219456,0.2737847521219456,0,3,1,0.0,0.982547490913071,-0.982547490913071,0.14218308326980905,0.13970164261146623,0.982547490913071,0.002481440658342826,False,Saved,0.17347074
345c34d9-2c2f-4cec-860e-3b3704ebc4f3,3895292,Granit Xhaka,Bayer Leverkusen,1,5,53,0-23,0,0,"[96.5, 39.9]",19.31945258120419,23.500212764994277,2,10.477852401230077,0.04423704214721526,7,8,0.875,False,5,6,0.8333333333333334,False,0.40289808369406477,0.14014763011895448,0.14014763011895448,2,4,1,0.0,0.982547490913071,-0.982547490913071,0.04423704214721526,0.04346499481644106,0.982547490913071,0.0007720473307741976,False,Blocked,0.0423987
3d1c53e1-4b07-4648-806c-2dc0b2ee5347,3895292,Alejandro Grimaldo García,Bayer Leverkusen,1,10,19,0-23,0,0,"[98.5, 49.2]",17.95150777676716,23.385679378628282,5,9.570260966989355,0.007352973470805081,8,9,0.8888888888888888,False,7,8,0.875,False,0.20829221027734013,0.1695649530053186,0.1695649530053186,1,6,1,0.008475425122062341,0.9832024090526756,-0.9747269839306133,0.007352973470805081,0.038263290296894,0.9832024090526756,-0.03091031682608892,False,Saved,0.075614184
935e22db-fc36-4f7d-80de-91ae9a498112,3895292,Piero Martín Hincapié Reyna,Bayer Leverkusen,1,37,9,23-45+,0,0,"[109.3, 36.4]",37.526332095422156,11.289375536317324,1,9.334954590781095,0.21309872084372755,4,7,0.5714285714285714,False,4,6,0.6666666666666666,False,0.24610235162877395,0.24610235162877395,0.24610235162877395,0,3,1,0.0,0.982547490913071,-0.982547490913071,0.21309872084372755,0.209379666843727,0.982547490913071,0.0037190540000005545,False,Blocked,0.047790155
